,Episode,CartPosition,CartVelocity,PoleAngle,PoleTipVelocity,Action,QValue
58,2.0,0.04227639831167792,0.22404301363071788,0.032229877376345764,-0.23570889956539104,1.0,59.0
59,2.0,0.04675725858429228,0.02847576487650358,0.027515699385037944,0.06696356899490158,0.0,60.0
60,2.0,0.04732677388182235,0.2231926358950452,0.028854970764935976,-0.21691258253418466,1.0,61.0
61,2.0,0.05179062659972325,0.027670324619932074,0.024516719114252284,0.08473098180604016,0.0,62.0
62,2.0,0.05234403309212189,-0.1677943247010494,0.026211338750373087,0.3850470376843495,0.0,63.0
63,2.0,0.048988146598100905,-0.36327839692706954,0.033912279504060075,0.6858776748228466,0.0,64.0
64,2.0,0.041722578659559514,-0.16864323558850997,0.047629833000517006,0.4040610950428039,1.0,65.0
65,2.0,0.03834971394778931,-0.3644071806148343,0.05571105490137308,0.7113718697384336,0.0,66.0
66,2.0,0.031061570335492627,-0.1700991465746976,0.06993849229614175,0.4367325890280039,1.0,67.0
67,2.0,0.027659587403998674,-0.36613779752871156,0.07867314407670184,0.7506168401381261,0.0,68.0
68,2.0,0.020336831453424443,-0.17218394190110003,0.09368548087946436,0.4836919966058214,1.0,69.0
69,2.0,0.016893152615402442,0.021499599552203125,0.1033593208115808,0.2219439756492636,1.0,70.0
70,2.0,0.017323144606446506,0.2150039966344044,0.10779820032456607,-0.03643000924815204,1.0,71.0
71,2.0,0.021623224539134595,0.40842822399235396,0.10706960013960302,-0.2932508983582608,1.0,72.0
72,2.0,0.029791789018981673,0.21195558919673105,0.1012045821724378,0.03118876272188964,0.0,73.0
73,2.0,0.03403090080291629,0.40549155549891736,0.1018283574268756,-0.22792637436791596,1.0,74.0
74,2.0,0.042140731912894636,0.20907297289407512,0.09726982993951729,0.09506114541717392,0.0,75.0
75,2.0,0.04632219137077614,0.012701188379153433,0.09917105284786076,0.4167787097108788,0.0,76.0
76,2.0,0.0465762151383592,0.20628811297741176,0.10750662704207833,0.15693360511606552,1.0,77.0
77,2.0,0.05070197739790744,0.399719739612787,0.11064529914439965,-0.09999263452043372,1.0,78.0
78,2.0,0.05869637219016318,0.20320029103483836,0.10864544645399098,0.22544736381352748,0.0,79.0
79,2.0,0.06276037801085994,0.006706858027296897,0.11315439373026152,0.5503286511215708,0.0,80.0
80,2.0,0.06289451517140589,0.20007280204337682,0.12416096675269295,0.2953310807998322,1.0,81.0
81,2.0,0.06689597121227342,0.0034196693262039113,0.1300675883686896,0.6244496114127972,0.0,82.0
82,2.0,0.0669643645987975,-0.19325524404010458,0.14255658059694554,0.9551021913826052,0.0,83.0
83,2.0,0.0630992597179954,-0.3899770868999385,0.16165862442459764,1.2889614597867625,0.0,84.0
84,2.0,0.05529971797999664,-0.19723784083028933,0.18743785362033288,1.0509429808951876,1.0,85.0
85,2.0,0.05135496116339085,-0.39428397029124107,0.20845671323823664,1.3961198680990046,0.0,86.0
86,2.0,0.04346928175756602,-0.5912986981677393,0.23637911060021674,1.7460877184521673,0.0,1.0
87,3.0,0.013770838069360705,0.19704679042273893,0.025177255781066405,-0.265713239972732,1.0,86.0
88,3.0,0.017711773877815484,0.39180051832749285,0.019862990981611765,-0.5503499155772982,1.0,87.0
89,3.0,0.02554778424436534,0.5866379252332674,0.008855992670065801,-0.8367090393435748,1.0,88.0
90,3.0,0.03728054274903069,0.39139614178456006,-0.007878188116805695,-0.541254220689624,0.0,89.0
91,3.0,0.045108465584721896,0.5866279348193489,-0.018703272530598176,-0.8364089857157777,1.0,90.0
92,3.0,0.056841024281108876,0.391766375891172,-0.03543145224491373,-0.5496662111163113,0.0,91.0
93,3.0,0.06467635179893232,0.19715956529814765,-0.046424776467239956,-0.2683538738882424,0.0,92.0
94,3.0,0.06861954310489526,0.002729836490098725,-0.0517918539450048,0.009332508828632291,0.0,93.0
95,3.0,0.06867413983469724,0.19855482594860593,-0.051605203768432154,-0.29923110185380375,1.0,94.0
96,3.0,0.07264523635366936,0.39437292865276513,-0.05758982580550823,-0.6077324274910381,1.0,95.0
97,3.0,0.08053269492672466,0.2001014281236921,-0.06974447435532899,-0.333730333308406,0.0,96.0
98,3.0,0.0845347234891985,0.006037861915618281,-0.07641908102149711,-0.06383093928855865,0.0,97.0
99,3.0,0.08465548072751086,0.20216756447191062,-0.07769569980726829,-0.37961222982996523,1.0,98.0
100,3.0,0.08869883201694907,0.008229982889211285,-0.0852879444038676,-0.11240302243318212,0.0,99.0
101,3.0,0.0888634316747333,-0.1855728862856624,-0.08753600485253124,0.15220035792990932,0.0,100.0
102,3.0,0.08515197394902005,-0.37933945929144985,-0.08449199769393305,0.4160346371583073,0.0,101.0
103,3.0,0.07756518476319105,-0.1831280275790782,-0.0761713049507669,0.09795631269439953,1.0,102.0
104,3.0,0.07390262421160948,-0.3770803220994424,-0.07421217869687892,0.36566845487961336,0.0,103.0
105,3.0,0.06636101776962063,-0.18098651303811947,-0.06689880959928665,0.050538993088290185,1.0,104.0
106,3.0,0.06274128750885824,-0.37508859579447207,-0.06588802973752085,0.3213872568528491,0.0,105.0
107,3.0,0.0552395155929688,-0.569213408625556,-0.05946028460046387,0.59258558096296,0.0,106.0
108,3.0,0.04385524742045768,-0.7634547890678521,-0.04760857298120467,0.8659617198024012,0.0,107.0
109,3.0,0.028586151639100638,-0.5677183475360651,-0.030289338585156644,0.5586980997931963,1.0,108.0
110,3.0,0.017231784688379336,-0.7624023284153805,-0.01911537658929272,0.8416864186545928,0.0,109.0
111,3.0,0.0019837381200717256,-0.5670247354808072,-0.0022816482162008635,0.543053992030732,1.0,110.0
112,3.0,-0.00935675658954442,-0.7621145467891355,0.008579431624413778,0.8350171432837619,0.0,111.0
113,3.0,-0.024599047525327128,-0.5671108453072025,0.025279774490089016,0.5450446781253286,1.0,112.0
114,3.0,-0.03594126443147118,-0.37235306772877974,0.03618066805259559,0.26043281634512777,1.0,113.0
115,3.0,-0.043388325786046775,-0.5679723274627048,0.04138932437949814,0.5643044675331738,0.0,114.0
116,3.0,-0.05474777233530087,-0.3734547954681062,0.052675413730161616,0.28494303879284905,1.0,115.0
117,3.0,-0.06221686824466299,-0.17912213777184482,0.0583742745060186,0.009327780618447412,1.0,116.0
118,3.0,-0.06579931100009989,-0.37503056499951865,0.058560830118387544,0.3198421785247531,0.0,117.0
119,3.0,-0.07329992230009026,-0.18078938690297458,0.06495767368888261,0.046186907622355,1.0,118.0
120,3.0,-0.07691571003814976,-0.37677974702295525,0.06588141184132972,0.35863655850453807,0.0,119.0
121,3.0,-0.08445130497860887,-0.5727733863983324,0.07305414301142048,0.6713443626412758,0.0,120.0
122,3.0,-0.09590677270657552,-0.7688307977579213,0.086481030264246,0.9861048922493587,0.0,121.0
123,3.0,-0.11128338866173394,-0.574966821505254,0.10620312810923317,0.7217894193363856,1.0,122.0
124,3.0,-0.12278272509183902,-0.7713850796594923,0.12063891649596088,1.0459218580211025,0.0,123.0
125,3.0,-0.13821042668502886,-0.5780529710108987,0.14155735365638294,0.7934132893932075,1.0,124.0
126,3.0,-0.14977148610524685,-0.774804840374455,0.1574256194442471,1.1270680789643155,0.0,125.0
127,3.0,-0.16526758291273594,-0.5820558417677293,0.17996698102353342,0.8876120345044377,1.0,126.0
128,3.0,-0.17690869974809054,-0.779103872774453,0.1977192217136222,1.2310356191240874,0.0,127.0
129,3.0,-0.1924907772035796,-0.5869961472345695,0.22233993409610395,1.0062396895186119,1.0,128.0
130,4.0,0.03202997641853597,0.2002212708826668,0.031498612413086866,-0.26491642767138057,1.0,129.0
131,4.0,0.036034401836189306,0.004664230736171421,0.026200283859659255,0.03753268708567464,0.0,130.0
132,4.0,0.03612768645091274,-0.19082344617043068,0.026950937601372748,0.33836556530596523,0.0,131.0
133,4.0,0.03231121752750412,0.0039048394523562846,0.03371824890749205,0.054301828033002986,1.0,132.0
134,4.0,0.032389314316551246,-0.19168395265509144,0.03480428546815211,0.35742954221447254,0.0,133.0
135,4.0,0.028555635263449418,0.0029263520697507817,0.04195287631244156,0.07592126568965818,1.0,134.0
136,4.0,0.028614162304844433,-0.1927711353531992,0.04347130162623472,0.3815397354422767,0.0,135.0
137,4.0,0.02475873959778045,0.0017074563287819422,0.051102096335080255,0.10287397975174145,1.0,136.0
138,4.0,0.024792888724356088,-0.19410818724097872,0.05315957593011508,0.4112314884326193,0.0,137.0
139,4.0,0.020910724979536513,0.00022143495882875897,0.06138420569876747,0.13577038641151662,1.0,138.0
140,4.0,0.020915153678713088,-0.19572358664906261,0.0640996134269978,0.4471699740630554,0.0,139.0
141,4.0,0.017000681945731837,-0.3916909726974319,0.0730430129082589,0.7593497564642337,0.0,140.0
142,4.0,0.009166862491783199,-0.5877392933327595,0.08823000803754358,1.0740936617129038,0.0,141.0
143,4.0,-0.0025879233748719917,-0.3938870875121939,0.10971188127180165,0.8103523866445542,1.0,142.0
144,4.0,-0.01046566512511587,-0.5903274069916105,0.12591892900469273,1.1354318986672787,0.0,143.0
145,4.0,-0.02227221326494808,-0.7868514362639152,0.1486275669780383,1.4648064407682635,0.0,144.0
146,4.0,-0.038009241990226386,-0.5938294890250553,0.17792369579340359,1.2220013559372784,1.0,145.0
147,4.0,-0.049885831770727494,-0.4013889427389112,0.20236372291214916,0.9899315511437168,1.0,146.0
148,4.0,-0.05791361062550572,-0.5985595604831376,0.22216235393502348,1.33874205519716,0.0,147.0
149,5.0,0.009264103352537535,0.19141541477485297,-0.0483739155960381,-0.2854983906509887,1.0,148.0
150,5.0,0.013092411648034595,-0.0029844511216828573,-0.05408388340905787,-0.00845608744838472,0.0,149.0
151,5.0,0.013032722625600937,0.19286974903780138,-0.054253005158025565,-0.3177007386061381,1.0,150.0
152,5.0,0.016890117606356964,-0.0014391930898832728,-0.060607019930148325,-0.04260872522341075,0.0,151.0
153,5.0,0.0168613337445593,-0.1956420528359163,-0.06145919443461654,0.23035315973524645,0.0,152.0
154,5.0,0.012948492687840974,0.0003018282885594026,-0.05685213123991161,-0.08106537262132574,1.0,153.0
155,5.0,0.012954529253612162,0.1961907244156211,-0.05847343869233813,-0.3911295098220752,1.0,154.0
156,5.0,0.016878343741924585,0.3920916829553656,-0.06629602888877963,-0.7016601268307511,1.0,155.0
157,5.0,0.024720177401031898,0.588066880063695,-0.08032923142539465,-1.014453909718851,1.0,156.0
158,5.0,0.0364815150023058,0.3941028371979065,-0.10061830961977167,-0.74803745023243,0.0,157.0
159,5.0,0.04436357174626393,0.20050227674732535,-0.11557905862442026,-0.4886372789867037,0.0,158.0
160,5.0,0.04837361728121044,0.3970489538512366,-0.12535180420415434,-0.8153949458815406,1.0,159.0
161,5.0,0.05631459635823517,0.5936439124585748,-0.14165970312178516,-1.1447305752310604,1.0,160.0
162,5.0,0.06818747460740666,0.7903030628802126,-0.16455431462640638,-1.478273205905355,1.0,161.0
163,5.0,0.08399353586501092,0.5975279574124038,-0.19411977874451347,-1.241177641034567,0.0,162.0
164,5.0,0.095944095013259,0.40535388293840663,-0.21894333156520482,-1.0150441524307428,0.0,163.0
165,6.0,-0.030554857328050015,0.23293358247391804,0.03221571768709489,-0.2514476299619082,1.0,164.0
166,6.0,-0.025896185678571652,0.42758104311016965,0.027186765087856727,-0.5337975397473547,1.0,165.0
167,6.0,-0.017344564816368258,0.622310316397481,0.016510814292909633,-0.8177915857208113,1.0,166.0
168,6.0,-0.004898358488418637,0.8172024066214552,0.0001549825784934039,-1.1052359163946897,1.0,167.0
169,6.0,0.011445689644010465,0.6220784177688283,-0.02194973574940039,-0.8125043717529549,0.0,168.0
170,6.0,0.023887257999387033,0.4272638876231649,-0.03819982318445948,-0.5268056727478274,0.0,169.0
171,6.0,0.03243253575185033,0.6229019284869721,-0.04873593663941603,-0.8312766667675899,1.0,170.0
172,6.0,0.04489057432158977,0.8186548811308468,-0.06536146997476783,-1.1388801456283402,1.0,171.0
173,6.0,0.061263671944206705,1.014567739597319,-0.08813907288733464,-1.4513245268021697,1.0,172.0
174,6.0,0.08155502673615309,0.8206323595917505,-0.11716556342337803,-1.1874300149453156,0.0,173.0
175,6.0,0.0979676739279881,0.6272079953715194,-0.14091416372228435,-0.9336505722965431,0.0,174.0
176,6.0,0.11051183383541849,0.43423939006650836,-0.15958717516821522,-0.6883585096498301,0.0,175.0
177,6.0,0.11919662163674866,0.6311740455566112,-0.17335434536121183,-1.0267265394387557,1.0,176.0
178,6.0,0.13182010254788087,0.4387302872533737,-0.19388887614998696,-0.7930987918312491,0.0,177.0
179,6.0,0.14059470829294834,0.6359098645441735,-0.20975085198661195,-1.1399729855450134,1.0,178.0
180,7.0,-0.007315071726133198,0.23399921250647482,0.002278496012773908,-0.3107106036278044,1.0,179.0
181,7.0,-0.0026350874760037012,0.03884487316901561,-0.00393571605978218,-0.017309977237414176,0.0,180.0
182,7.0,-0.001858190012623389,-0.15622041476927398,-0.004281915604530463,0.2741285909879552,0.0,181.0
183,7.0,-0.004982598308008868,0.038962368863812796,0.0012006562152286418,-0.019901779828457533,1.0,182.0
184,7.0,-0.004203350930732612,0.23406708081679284,0.0008026206186594911,-0.31220564397187955,1.0,183.0
185,7.0,0.0004779906856032445,0.42917758841536213,-0.0054414922607781,-0.6046353406655671,1.0,184.0
186,7.0,0.009061542453910488,0.6243752133584404,-0.017534199074089443,-0.8990272340930545,1.0,185.0
187,7.0,0.021549046721079296,0.8197303591662843,-0.03551474375595053,-1.1971696981570312,1.0,186.0
188,7.0,0.03794365390440498,0.6250856210241587,-0.059458137719091156,-0.9158258400782526,0.0,187.0
189,7.0,0.050445366324888156,0.8209590473822261,-0.07777465452065621,-1.226587177975416,1.0,188.0
190,7.0,0.06686454727253269,1.0169912747531913,-0.10230639808016453,-1.542589336492712,1.0,189.0
191,7.0,0.08720437276759652,1.2131834083151685,-0.1331581848100188,-1.865364420646561,1.0,190.0
192,7.0,0.11146804093389989,1.4094886649416032,-0.17046547322295,-2.1962485470136617,1.0,191.0
193,7.0,0.13965781423273196,1.2163726922793618,-0.21439044416322323,-1.9606476300170284,0.0,192.0
194,8.0,-0.04091227193927683,0.22773117544960708,0.03814095651971093,-0.2597493739039105,1.0,193.0
195,8.0,-0.03635764843028469,0.03208608253946299,0.03294596904163272,0.04471555552622436,0.0,194.0
196,8.0,-0.03571592677949543,-0.1634924283412494,0.033840280152157204,0.347608482868067,0.0,195.0
197,8.0,-0.03898577534632042,-0.35907895735228396,0.040792449809518544,0.6507674519352686,0.0,196.0
198,8.0,-0.0461673544933661,-0.16454820378765136,0.05380779884822392,0.3712037202205235,1.0,197.0
199,8.0,-0.04945831856911913,-0.36039166963477165,0.06123187325263439,0.6803556157742235,0.0,198.0
200,8.0,-0.05666615196181456,-0.16617126134373417,0.07483898556811887,0.40756190527347297,1.0,199.0
201,8.0,-0.05998957718868925,-0.36227017793410954,0.08299022367358833,0.7228690490900072,0.0,200.0
202,8.0,-0.06723498074737144,-0.5584359817121594,0.09744760465538847,1.0404761630282853,0.0,201.0
203,8.0,-0.07840370038161464,-0.75470793871453,0.11825712791595418,1.3620916245906762,0.0,202.0
204,8.0,-0.09349785915590524,-0.5612496879147548,0.1454989604077677,1.1086175997381518,1.0,203.0
205,8.0,-0.10472285291420033,-0.36830800036211153,0.16767131240253072,0.8648890158646512,1.0,204.0
206,8.0,-0.11208901292144256,-0.17581637001034342,0.18496909271982376,0.6292655162823337,1.0,205.0
207,8.0,-0.11560534032164943,-0.3729719430138344,0.19755440304547042,0.9740255861957945,0.0,206.0
208,8.0,-0.12306477918192611,-0.5701166063365739,0.2170349147693863,1.3216946772233589,0.0,207.0
209,9.0,-0.008421467332057545,-0.21481555785991546,0.0448878202339818,0.2955370191707521,0.0,208.0
210,9.0,-0.012717778489255854,-0.41054774003774386,0.05079856061739684,0.6020321418913286,0.0,209.0
211,9.0,-0.02092873329001073,-0.6063420720833855,0.06283920345522341,0.9102731413672625,0.0,210.0
212,9.0,-0.03305557473167844,-0.8022555622657582,0.08104466628256866,1.2220259247102172,0.0,211.0
213,9.0,-0.0491006859769936,-0.9983227587445231,0.10548518477677302,1.5389624427222954,0.0,212.0
214,9.0,-0.06906714115188406,-0.8046162635938741,0.13626443363121893,1.280972911488612,1.0,213.0
215,9.0,-0.08515946642376154,-1.0011854612365567,0.16188389186099117,1.6130313998203634,0.0,214.0
216,9.0,-0.10518317564849268,-0.8083023190526886,0.19414451985739845,1.3748757525037145,1.0,215.0
217,9.0,-0.12134922202954646,-1.005246980599218,0.22164203490747275,1.7214633636632097,0.0,216.0
218,10.0,0.027321924859614773,-0.22132310240666553,-0.04495795146426373,0.26839433384456163,0.0,217.0
219,10.0,0.022895462811481464,-0.41577557880278104,-0.039590064787372495,0.5465651394783072,0.0,218.0
220,10.0,0.014579951235425843,-0.22012040377388456,-0.02865876199780635,0.24167590669033934,1.0,219.0
221,10.0,0.010177543159948153,-0.414821506512364,-0.023825243863999562,0.5251831116913808,0.0,220.0
222,10.0,0.0018811130297008722,-0.21937252264740897,-0.013321581630171947,0.22508888175467368,1.0,221.0
223,10.0,-0.002506337423247307,-0.41430157290541386,-0.008819803995078472,0.5135400836211195,0.0,222.0
224,10.0,-0.010792368881355586,-0.6092982011486959,0.0014509976773439178,0.8034306608670552,0.0,223.0
225,10.0,-0.022978332904329504,-0.41419617561067323,0.01751961089468502,0.5112045238024283,1.0,224.0
226,10.0,-0.03126225641654297,-0.609560478577951,0.027743701370733585,0.8093565081520293,0.0,225.0
227,10.0,-0.043453465988101986,-0.805051375426518,0.04393083153377417,1.1106356086185802,0.0,226.0
228,10.0,-0.059554493496632346,-1.0007220846949858,0.06614354370614578,1.4167700072655598,0.0,227.0
229,10.0,-0.07956893519053207,-0.8064786217417728,0.09447894385145697,1.1454739627884403,1.0,228.0
230,10.0,-0.09569850762536752,-0.6127090075394656,0.11738842310722578,0.883851310905684,1.0,229.0
231,10.0,-0.10795268777615684,-0.8092125707836896,0.13506544932533945,1.2110111040624005,0.0,230.0
232,10.0,-0.12413693919183064,-0.6160677735609577,0.15928567140658748,0.9635211201018384,1.0,231.0
233,10.0,-0.1364582946630498,-0.4234027719055157,0.17855609380862425,0.7248142947338987,1.0,232.0
234,10.0,-0.14492635010116012,-0.6204854654192513,0.19305237970330222,1.0679552482862116,0.0,233.0
235,10.0,-0.15733605940954515,-0.8175635196863665,0.21441148466902646,1.4144862133404346,0.0,234.0
236,11.0,0.011121913700049358,0.1944802852928892,0.01762455977631394,-0.258329950584847,1.0,235.0
237,11.0,0.015011519405907142,-0.0008887881301075928,0.012457960764617002,0.03985949814475592,0.0,236.0
238,11.0,0.01499374364330499,0.1940523218290531,0.01325515072751212,-0.24886693010252886,1.0,237.0
239,11.0,0.01887479007988605,-0.0012563937291795724,0.008277812125461543,0.047967307147042115,0.0,238.0
240,11.0,0.01884966220530246,0.19374588787144428,0.009237158268402386,-0.24209244485446546,1.0,239.0
241,11.0,0.022724579962731344,0.388734683086695,0.004395309371313077,-0.5318474737771026,1.0,240.0
242,11.0,0.030499273624465244,0.19355118635098195,-0.006241640104228977,-0.23778283989956484,0.0,241.0
243,11.0,0.034370297351484884,0.3887617487438264,-0.010997296902220274,-0.5324280100128245,1.0,242.0
244,11.0,0.04214553232636141,0.5840366351895914,-0.021645857102476764,-0.8285557674911617,1.0,243.0
245,11.0,0.05382626503015324,0.7794477279492147,-0.0382169724523,-1.1279671254589212,1.0,244.0
246,11.0,0.06941521958913753,0.5848466908034275,-0.06077631496147842,-0.8475117653584484,0.0,245.0
247,11.0,0.08111215340520608,0.7807426746424571,-0.07772655026864739,-1.1586704519813005,1.0,246.0
248,11.0,0.09672700689805522,0.976786664658432,-0.10089995930827339,-1.4746771999439472,1.0,247.0
249,11.0,0.11626274019122386,0.7830321012566022,-0.13039350330715233,-1.2151378114914992,0.0,248.0
250,11.0,0.1319233822163559,0.5898107768811676,-0.15469625953698232,-0.9659934137839835,0.0,249.0
251,11.0,0.14371959775397927,0.7866338955413565,-0.17401612781266199,-1.303002028428564,1.0,250.0
252,11.0,0.1594522756648064,0.9834828481284319,-0.20007616838123327,-1.6447189770039383,1.0,251.0
253,11.0,0.17912193262737505,1.1803048585473626,-0.23297054792131203,-1.9924932501056178,1.0,252.0
254,12.0,0.0426506709671585,-0.22383695276976232,-0.01601413209849115,0.24772389866228336,0.0,253.0
255,12.0,0.038173931911763256,-0.028489998790759558,-0.011059654125245483,-0.049966913812111574,1.0,254.0
256,12.0,0.03760413193594807,0.1667887765182023,-0.012058992401487714,-0.34611863470395343,1.0,255.0
257,12.0,0.04093990746631211,0.3620801673103191,-0.018981365095566784,-0.6425796796373233,1.0,256.0
258,12.0,0.048181510812518494,0.5574614775625925,-0.03183295868831325,-0.9411790370672919,1.0,257.0
259,12.0,0.05933074036377034,0.7529976523920304,-0.050656539429659087,-1.2436920131074587,1.0,258.0
260,12.0,0.07439069341161095,0.9487317200335812,-0.07553037969180826,-1.5518031463770594,1.0,259.0
261,12.0,0.09336532781228257,0.7545924756761802,-0.10656644261934944,-1.2836093588733768,0.0,260.0
262,12.0,0.10845717732580618,0.5609765989967974,-0.13223862979681697,-1.0261043366944917,0.0,261.0
263,12.0,0.11967670930574212,0.7575874636093912,-0.1527607165307068,-1.357210725775659,1.0,262.0
264,12.0,0.13482845857792994,0.5646757839848199,-0.17990493104622,-1.115950141442943,0.0,263.0
265,12.0,0.14612197425762632,0.3723118865854909,-0.20222393387507884,-0.8846684165164753,0.0,264.0
266,12.0,0.15356821198933615,0.18042473718413157,-0.21991730220540834,-0.6617524544025504,0.0,265.0
267,13.0,0.027421556478978582,-0.2215334587341793,0.007061465403805998,0.27181032496110047,0.0,266.0
268,13.0,0.022990887304294997,-0.026512978458821362,0.012497671903028007,-0.01863704848824338,1.0,267.0
